36.5,,,94.6003309,-11.4177213,19.7285532,,,0.513243357,0.537426372,0.551284333,0.557061235,0.562696159,0.5770515,0.610610247,0.673699001,0.772133986,0.869300028,0.928050756,0.944605708,0.940969467,0.930076341,0.91473643,0.892279565,0.869633853,0.854201555,0.844436685,0.840341151,0.837912897,0.836657286,0.84001112,0.83881402,0.842680355,0.852577945,0.854472359,0.852925162,0.849730134,0.848312378,0.848096251,/Users/GoergeH/.SampleComparator/data/NIX samples/36.5.csv,
361,,,93.1808628,-12.4473356,17.6743763,,,0.507296503,0.528598706,0.543280145,0.550992409,0.55776006,0.573565165,0.609131475,0.673445125,0.770192762,0.862575293,0.915467858,0.927214662,0.918550988,0.903318882,0.882830103,0.855712354,0.828738352,0.810245633,0.798110048,0.792587777,0.789045513,0.787670354,0.791812698,0.792011301,0.796806832,0.807969769,0.810543398,0.809095085,0.805804551,0.80441616,0.80456384,/Users/GoergeH/.SampleComparator/data/NIX samples/361.csv,
362,,,88.243808,-12.9455199,12.2967053,,,0.489219765,0.501067917,0.512941599,0.522737781,0.532814821,0.55026869,0.582232972,0.636780977,0.716261605,0.790276329,0.829576472,0.832632283,0.81597507,0.795642694,0.769025306,0.737482548,0.70776246,0.687622726,0.673567096,0.667639792,0.663154225,0.661983768,0.667250355,0.669509411,0.675137838,0.685723285,0.687132239,0.685267607,0.683159073,0.682837208,0.683585425,/Users/GoergeH/.SampleComparator/data/NIX samples/362.csv,
111CH990,,,99.2549897,-1.215527,1.53419918,,,0.640397648,0.813446164,0.95057718,0.961042523,0.95782725,0.962596953,0.96450903,0.967467904,0.977991462,0.985329449,0.98687762,0.986574411,0.986644804,0.983972887,0.985241532,0.982653121,0.980966528,0.981552343,0.982968907,0.983371615,0.982216934,0.978308996,0.97331812,0.963936468,0.960595071,0.962711533,0.960819801,0.958753049,0.956893981,0.954693417,0.951437891,/Users/GoergeH/.SampleComparator/data/Substrates/111CH990.csv,
11LabPaper,,,97.2509385,-0.396127026,1.28381754,,,0.863368948,0.888501406,0.897190332,0.902298868,0.908272564,0.91852814,0.917138616,0.914181232,0.919284344,0.925391734,0.930023928,0.931456387,0.931330601,0.929287096,0.932403823,0.932876249,0.931928933,0.931767484,0.932774683,0.934546292,0.935382962,0.935210764,0.934271534,0.927727103,0.926153719,0.929172655,0.928672771,0.927863896,0.926686863,0.925845504,0.925213695,/Users/GoergeH/.SampleComparator/data/Substrates/11LabPaper.csv,
11MET,,,28.2528059,-1.14340673,-9.5639805,,,0.0853634551,0.099300464,0.09485811,0.0876104136,0.0819006984,0.0793867062,0.0753789172,0.0718979662,0.069769082,0.0673698609,0.0651118656,0.062910753,0.0605374488,0.058955765,0.0569409852,0.0548687565,0.0529616189,0.0515068546,0.0494459271,0.0483315798,0.046843006,0.0449930516,0.0430916299,0.0419964145,0.0408967572,0.0398545861,0.0384744778,0.0374677852,0.0372439697,0.0368629321,0.0356613112,/Users/GoergeH/.SampleComparator/data/47SUB/11MET.csv,
11METW,,,89.8875451,-2.75666372,2.97164463,,,0.400592029,0.595941007,0.702347477,0.71350342,0.714509328,0.72412473,0.732313236,0.743398488,0.759932677,0.771478951,0.775519669,0.774447878,0.772239784,0.770018895,0.769450704,0.765768707,0.761312902,0.76000162,0.757477681,0.758031348,0.755645712,0.751083036,0.745331327,0.738015334,0.733587801,0.730344534,0.721383214,0.713447273,0.709882577,0.706303259,0.698229571,/Users/GoergeH/.SampleComparator/data/47SUB/11METW.csv,
11PAP,,,99.5556551,-0.206687813,1.92437166,,,0.898401439,0.92842559,0.947748065,0.951544623,0.956915816,0.963905791,0.96266818,0.962721109,0.970385253,0.977293392,0.981651862,0.983936389,0.986669322,0.986516833,0.99031804,0.989807089,0.989985665,0.992344419,0.995413442,0.997893751,1.00010765,0.999483168,0.997669439,0.989787122,0.988148352,0.991969446,0.992397924,0.991953194,0.989793698,0.987820764,0.985528906,/Users/GoergeH/.SampleComparator/data/47SUB/11PAP.csv,
11PAPW,,,99.3008352,-1.70693761,5.57831855,,,0.483638664,0.693548044,0.84023426,0.876748602,0.894969364,0.908892214,0.916884363,0.931658765,0.954935789,0.970417301,0.976941864,0.97974062,0.982809603,0.982461969,0.985877295,0.985744615,0.986308535,0.989062687,0.99229749,0.994745175,0.996783713,0.996297657,0.994611462,0.986865838,0.98520724,0.989428818,0.990162373,0.989363571,0.987110734,0.985553583,0.983867685,/Users/GoergeH/.SampleComparator/data/47SUB/11PAPW.csv,
11PP,,,100.00374,-0.947637467,1.89484226,,,0.632230798,0.824865798,0.964723766,0.97448645,0.975640754,0.978552401,0.97561566,0.97758474,0.989334762,0.998248855,1.00193385,1.00288971,1.00431999,1.00225039,1.00409655,1.00195293,1.00040476,1.00163217,1.00373669,1.00462874,1.00526512,1.00307862,0.999236067,0.99026676,0.987492502,0.990339776,0.988663038,0.986457149,0.983821054,0.981393794,0.978041152,/Users/GoergeH/.SampleComparator/data/47SUB/11PP.csv,
11PPW,,,100.065831,-2.24601867,6.18304403,,,0.369445344,0.648716708,0.835530102,0.885998686,0.907318393,0.920570473,0.929126382,0.94726787,0.97548763,0.993843893,1.00062406,1.00312885,1.00582516,1.00440252,1.00696945,1.00609692,1.00563463,1.00763504,1.01103397,1.0132279,1.0149318,1.0138158,1.0114009,1.00302029,1.00105007,1.00504216,1.00525562,1.00410267,1.00147442,0.999637425,0.997472346,/Users/GoergeH/.SampleComparator/data/47SUB/11PPW.csv,
209 (corrected),,,96.988116,-16.4592503,59.060767,,,-0.567270755,-0.580788796,-0.606689026,-0.611810044,-0.615038633,-0.621782904,-0.591913918,-0.504276166,-0.326447904,-0.114868144,0.033447385,0.083241521,0.082085571,0.068729818,0.051253319,0.036684553,0.026423732,0.019477566,0.013949414,0.008103231,0.003287732,-0.00044763,-0.002820611,-0.004002293,-0.004793465,-0.005003651,-0.005359451,-0.005605777,-0.005702516,-0.005880495,-0.005170663,/Users/GoergeH/.SampleComparator/data/ELU analysis/209 (corrected).csv,
209E,,,97.6803709,-18.6596237,73.405267,,,0.116681221,0.134996628,0.135772939,0.139368296,0.145113826,0.149018303,0.171748176,0.238836418,0.409413834,0.674325923,0.927281102,1.0490768,1.07247468,1.05832811,1.03545642,1.01408346,0.999952356,0.994201819,0.992473503,0.989728173,0.986315648,0.981449703,0.977207164,0.968465984,0.966100991,0.970084945,0.970652401,0.969883223,0.96813333,0.967607876,0.968108535,/Users/GoergeH/.SampleComparator/data/NIX samples/209E.csv,
209E (corrected),,,97.6803709,-18.6596237,73.405267,,,-0.64157891,-0.659839059,-0.688154404,-0.69503057,-0.702872872,-0.714395925,-0.697326626,-0.6368695,-0.480109493,-0.228656074,0.014281035,0.129869167,0.147441766,0.130597828,0.101470253,0.078258291,0.061442753,0.049166401,0.040941676,0.032296916,0.025049786,0.019368747,0.015761952,0.013584018,0.012303949,0.012073258,0.011660993,0.010562638,0.009657045,0.009561777,0.010767242,/Users/GoergeH/.SampleComparator/data/ELU analysis/209E (corrected).csv,
209S,,,96.988116,-16.4592503,59.060767,,,0.171901584,0.191289301,0.194378187,0.202031001,0.214752456,0.226204549,0.264125546,0.360280365,0.553305507,0.780887008,0.942941646,1.00174721,1.00877301,0.999778549,0.98886474,0.976443211,0.968819161,0.96768264,0.968349715,0.968360384,0.967548231,0.964994888,0.962223609,0.954469025,0.952515543,0.956577738,0.957891901,0.958527525,0.95776093,0.957267284,0.956938883,/Users/GoergeH/.SampleComparator/data/NIX samples/209S.csv,
209T,,,97.329476,-17.393267,64.9639702,,,0.145457933,0.164765954,0.166526621,0.172254612,0.182142943,0.190641463,0.223301863,0.310575336,0.502155721,0.750416934,0.944490353,1.02140244,1.03196351,1.02104771,1.00694799,0.991839886,0.982476791,0.98020486,0.980136236,0.979414264,0.978087326,0.974979758,0.971858799,0.963697791,0.961586654,0.965521971,0.967167616,0.968171656,0.967558463,0.966994822,0.966284831,/Users/GoergeH/.SampleComparator/data/NIX samples/209T.csv,
209T (corrected),,,97.329476,-17.393267,64.9639702,,,-0.593714406,-0.607312143,-0.634540592,-0.641586433,-0.647648146,-0.65734599,-0.632737601,-0.553981195,-0.37759769,-0.145338218,0.034996092,0.102896751,0.105276071,0.089998979,0.069336569,0.052081228,0.040081362,0.031999786,0.025735935,0.019157111,0.013826827,0.00953724,0.006814579,0.005226473,0.004277646,0.003940582,0.003916264,0.004038354,0.004095017,0.003847043,0.004175285,/Users/GoergeH/.SampleComparator/data/ELU analysis/209T (corrected).csv,
22A PAP LF,,,92.7138973,-22.7819631,56.4999358,,,0.185784876,0.203712573,0.201711665,0.199901735,0.19907479,0.202227965,0.228938947,0.297781358,0.458671381,0.689040204,0.878868222,0.950762709,0.954960803,0.941517313,0.920982222,0.896958013,0.877441545,0.864569167,0.850571911,0.832846026,0.804559469,0.771532436,0.745537301,0.726816555,0.715226432,0.708890776,0.708993971,0.717384994,0.72927926,0.739178956,0.750981132,/Users/GoergeH/.SampleComparator/data/TSeries2/37B/22A PAP LF.csv,
22A PP LF,,,96.9168482,-26.3457355,62.7262615,,,0.169742723,0.211056878,0.217593551,0.209355945,0.201309954,0.200208763,0.222623994,0.285267572,0.453359624,0.735852738,1.00652174,1.12164303,1.12362019,1.09117178,1.04828393,1.00524636,0.972095827,0.949592193,0.930617034,0.909134527,0.881653647,0.851294696,0.826815724,0.807751338,0.796064476,0.788947423,0.785318255,0.788217684,0.795306484,0.801333229,0.807437181,/Users/GoergeH/.SampleComparator/data/TSeries2/37B/22A PP LF.csv,
22C H LF,,,86.1536135,-17.7336203,39.751168,,,0.188349247,0.244124105,0.259527336,0.254346291,0.248645524,0.250468274,0.276940495,0.343454391,0.480766018,0.648518999,0.759618998,0.784274956,0.770804922,0.754576822,0.73683993,0.718198895,0.703409255,0.695072214,0.686139643,0.680523376,0.670608481,0.6584481,0.647668441,0.638915439,0.633271058,0.629810075,0.623102546,0.61965253,0.621059398,0.621338109,0.618210455,/Users/GoergeH/.SampleComparator/data/TSeries2/37B/22C H LF.csv,
22C PAP LF,,,93.1830301,-15.6775893,47.8063211,,,0.249433075,0.26527668,0.266462684,0.266771505,0.267354002,0.274022013,0.305292577,0.377131492,0.525259515,0.716075222,0.859166503,0.909481267,0.91370821,0.906919579,0.896362027,0.883238693,0.874266605,0.870571256,0.867028634,0.86339728,0.854768535,0.843899945,0.835339745,0.825722158,0.821365197,0.821028233,0.819455028,0.821004609,0.824645062,0.827436189,0.830423097,/Users/GoergeH/.SampleComparator/data/TSeries2/37B/22C PAP LF.csv,
25H LF,,,84.6815353,-16.8397364,45.5498115,,,0.152985106,0.19820939,0.209230383,0.20402429,0.198106165,0.198315332,0.221206258,0.280788451,0.409845243,0.580928882,0.709451735,0.747888605,0.739414235,0.724511862,0.706487596,0.68864727,0.675489604,0.669055541,0.662471751,0.660457671,0.656017522,0.650943498,0.646581511,0.641519268,0.638708055,0.637529473,0.631147325,0.626117011,0.625150045,0.623779893,0.619096359,/Users/GoergeH/.SampleComparator/data/TSeries2/37B/25H LF.csv,
